,0.0,0.025,0.05,0.075,0.1,0.15,0.2,0.3,0.5
0.0,0.8669735631971929,0.939188745672763,0.9507127743588701,0.9584511310537717,0.9634249554625346,0.9685169946981012,0.9705751946920115,0.9722414570091183,0.973491289590159
0.025,0.920057245846493,0.9401875619173032,0.9516337302442992,0.9590018339289963,0.9637070755202205,0.9686588765872953,0.970742080376351,0.9722920873065726,0.9735003968333168
0.05,0.921637633277754,0.9407106209247157,0.9520780067627534,0.9594486725737795,0.9640898511732159,0.9688049944474539,0.9708296809470335,0.9723728921024251,0.973504476922335
0.075,0.9231723729860886,0.9411874154252621,0.9524274767799218,0.9595968907660063,0.9643346900273893,0.9690115242558892,0.9709097032386605,0.9724514820718713,0.9735200641758825
0.1,0.9245181834678485,0.9421589056544125,0.9524311395314177,0.9598695437624627,0.9642518180991838,0.969253139473196,0.9709472275847256,0.9725198699121618,0.9735457033559393
0.15,0.9267985436164847,0.9432610881507109,0.9532893398302993,0.9598580964618046,0.9646343273670192,0.9691120490580778,0.971122798710608,0.9725288817342113,0.973621547439552
0.2,0.9289727307878728,0.9445235004635089,0.9543505287973579,0.960485231937334,0.9644044794375389,0.969330222152361,0.9710167455985161,0.9725952920200507,0.9736558963106313
0.3,0.9326886403655754,0.9465129613882226,0.9556091810046344,0.9614119695682221,0.9651268014462001,0.9690082238019186,0.9711255760063392,0.9724374625781149,0.9735041414213599
0.5,0.9381162978656626,0.9498564935634768,0.957343861877139,0.9626329384577424,0.9658068397309822,0.9694346873185979,0.9707166265177678,0.9724000156601147,0.9733760378025003
