n_deltas,deltas_sample,n_versions_mentioned,version_scores,n_score_progresses,score_progresses_sample,ref
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-fake008-thr055
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-fake010
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-fake016
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-protocont010
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-protocont020
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-sedonly016
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-needless0946-public-rt003
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-needless0946-public-rt005
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-onnx-sed-repro
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,ulyanovantonamaranta/birdclef-2026-pantanal-repro
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,ulyanovantonamaranta/birdclef-2026-sheng-v18x-v19-repro
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,ulyanovantonamaranta/birdclef-2026-uday-inputcond-e000-repro
0,,0,,0,,unorzer/updated-data-visualisation
0,,0,,0,,unsseo/birdclef
0,,0,,0,,up202108827/b-first-own-baseline-with-perch
0,,0,,0,,up202108827/i-baseline-inference-broken-numpy
1,makes=0.9→0.97,0,,0,,vaishnavidesai345/birdclef2026-using-audio-spectrogram-transformer
0,,0,,0,,valentinonguyen/birdclef2026-duc-notebook1-2
0,,0,,0,,venkatkumar001/birdclef-26-part2-efficientnet-pytorch-train
0,,0,,0,,venkatkumar001/birdclef-26-part3-efficientnet-pytorch-inference
0,,0,,0,,vidhathdbhandary/birdclef-2026
0,,0,,0,,vidthuma/inference-simple-perch
0,,0,,0,,vidthuma/train-simple-perch
1,3=2→64,0,,0,,vyankteshdwivedi/birdclef-2026-onnx-perch-sequence-modeling
1,3=2→64,0,,0,,vyankteshdwivedi/birdclef-2026-protossm-sed-0-948
0,,0,,0,,vyassaurabh/try-2
0,,1,v4:0.946,0,,wangdongyang/birdclef-2026-0-947-lb-b2-blend
0,,1,v4:0.946,0,,wangdongyang/birdclef-2026-0-947-lb-public-pipeline-reproduced
0,,0,,0,,wangdongyang/birdclef-2026-b2-standalone
1,3=2→64,0,,0,,wangdongyang/birdclef-2026-effnet-b0-cpu
1,3=2→64,0,,0,,wangdongyang/birdclef-2026-onnx-perch-protossm-sed
0,,1,v4:0.946,0,,wangdongyang/birdclef-2026-submit-cpu-p0-improved
0,,0,,0,,waterjoe/bird-clef2026-eda
0,,0,,0,,waterjoe/birdclef2026-sub-google-perch
0,,0,,0,,waterjoe/birdclef2026-submit-baseline
0,,0,,0,,waterjoe/birdclef2026-train-baseline
0,,0,,0,,waterjoe/birdclef2026-train-google-perch
1,d_model=256→320,0,,0,,wslllll/birdclef-2026-fast-baseline
1,d_model=256→320,0,,0,,wslllll/birdclef-2026-improved-ensemble-v1
1,d_model=256→320,0,,0,,wslllll/birdclef-2026-ultra-fast
1,d_model=256→320,0,,0,,wslllll/birdclef-2026-v10-finer-delta
1,d_model=256→320,0,,0,,wslllll/birdclef-2026-v4-enhanced-mlp
1,d_model=256→320,0,,0,,wslllll/birdclef-2026-v6-more-tta
1,d_model=256→320,0,,0,,wslllll/birdclef-2026-v8-stronger-rank
1,d_model=256→320,0,,0,,wslllll/birdclef26-v18x-696669
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-d384-ens-opt-v2
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-exp-a
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-exp-b
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-exp-c
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-exp-d
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-exp-e
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-v18x-d256-nl3
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-v18x-d256-w60
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-v18x-d384-nl5
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-v18x-d384-nl5-50ep
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-v18x-d384-nl5-tta3
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-v5isotonic-wslll
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d384-do08
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d384-do08-a49
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d384-do08-ds48
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d384-do08-nl5
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d384-do08-rp03
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d384-do10-nl5
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d384-ds16
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d384a48
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d384d48
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d384l6
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d384ld
0,,0,,0,,wslllll/pantanal-distill-birdclef2026-wslll-d512
0,,0,,0,,wslllll/v10-extended-tta-shijian
0,,0,,0,,wslllll/v11-lower-temperature-shijian
0,,0,,0,,wslllll/v12-residual-boost-shijian
0,,0,,0,,wslllll/v6-d448
0,,0,,0,,wslllll/v6-deeper
0,,0,,0,,wslllll/v6-ensemble
0,,0,,0,,wslllll/v6-post
0,,0,,0,,wslllll/v6-temp
0,,0,,0,,wslllll/v7-stop-gradient-wslll
0,,0,,0,,wslllll/v8-stopgradient-v2-shijian
0,,0,,0,,wslllll/v9-deeper-ssm-shijian
0,,0,,0,,wslllll/w-test-new-slot-wslll
0,,0,,0,,wslllll/w01-all-best-params
0,,0,,0,,wslllll/w02-cutmix-strong
0,,0,,0,,wslllll/w03-lower-temp
0,,0,,0,,wslllll/w03-simple-test-wslll
0,,0,,0,,wslllll/w04-strong-distill
0,,0,,0,,wslllll/w05-deeper-distill
0,,0,,0,,wslllll/w11-oof-framework-wslll
0,,0,,0,,wslllll/w15-larger-model-wslll
0,,0,,0,,wslllll/w16-focal-tuned-wslll
0,,0,,0,,wslllll/w17-tta-extended-wslll
0,,0,,0,,wslllll/w18-proto-margin-wslll
0,,0,,0,,wslllll/w19-distill-lower-wslll
0,,0,,0,,wslllll/w20-prior-wslll
0,,0,,0,,wslllll/w21-smooth-reduced-wslll
0,,0,,0,,wslllll/w22-fusion-55-wslll
0,,0,,0,,wslllll/wslll-distill-birdclef2026-v1-d320-nl4
0,,0,,0,,wslllll/wslll-distill-birdclef2026-v2-100ep-lr6e4
0,,0,,0,,wslllll/wslll-distill-birdclef2026-v3-rank-power
0,,0,,0,,wslllll/wslll-distill-birdclef2026-v4-delta-alpha
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v06-gate-fake008-repro
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v07-gate-plus-our-sed
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v07b-ours-weight-10
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v07c-ours-weight-15
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v10-gate-tweak
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v11-gate-tweak
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v12-gate-tweak
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v17-head
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v18-fake
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v19-cont
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v20-all
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v25-v22-sed-ours-weight-05
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v25b-v22-sed-ours-weight-10
1,3=2→64,2,v2:0.937|v2:0.934,0,,wuwenmin/birdclef-2026-v25c-v22-sed-ours-weight-20
4,alpha=0.15→0.22|Aves=1.1→1.05|Texture=0.95→0.92|d_model=192→256,1,v17:0.924,0,,xiaolong745/pantanal-distill-birdclef2026-v18-improved
1,3=2→64,2,v2:0.937|v2:0.934,0,,xiyuetong/birdclef2026-ensemble-v2
1,3=2→64,2,v2:0.937|v2:0.934,0,,xiyuetong/birdclef2026-ensemble-v3-topn-pseudo-clap
1,3=2→64,2,v2:0.937|v2:0.934,0,,xiyuetong/birdclef2026-ensemble-v4
0,,0,,0,,xjoannax88/birdclef-2026-eda
0,,0,,0,,yananaaaaa/birdclef2026-efficient-ensemble-inference-v10
0,,0,,0,,yananaaaaa/birdclef2026-efficient-ensemble-inference-v11
0,,0,,0,,yananaaaaa/birdclef2026-efficient-ensemble-inference-v12
0,,0,,0,,yananaaaaa/birdclef2026-efficient-ensemble-inference-v13
0,,0,,0,,yananaaaaa/birdclef2026-efficient-ensemble-inference-v14
0,,0,,0,,yananaaaaa/birdclef2026-efficient-ensemble-inference-v5
0,,0,,0,,yananaaaaa/birdclef2026-efficient-ensemble-inference-v6
0,,0,,0,,yananaaaaa/birdclef2026-efficient-ensemble-inference-v7
0,,0,,0,,yananaaaaa/birdclef2026-efficient-ensemble-inference-v8
0,,0,,0,,yananaaaaa/birdclef2026-efficient-ensemble-inference-v9
0,,0,,0,,yananaaaaa/birdclef2026-efficient-inference
0,,0,,0,,yaroslavfetisov/lab-2-0
1,3=2→64,2,v2:0.937|v2:0.934,0,,yaroslavkholmirzayev/0-946-replay-with-robust-inputs
0,,1,v17:0.924,0,,yaroslavkholmirzayev/birdclef-2026-protossm-v5-maximum-ensemble
1,3=2→64,2,v2:0.937|v2:0.934,0,,yaroslavkholmirzayev/birdnet-third-branch-site-hour-prior-restore
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,yaroslavkholmirzayev/pantanal-onnx-fast-noalign
0,,0,,0,,yaroslavkholmirzayev/protossm-v18-maximum-ensemble-artifact
2,increased from=128→256|increased from=2→3,0,,0,,yash9439/birdclef2026-keepimproving
4,1=6→32|batch_files=16→32|Residual SSM n_epochs=30→20|MLP max_iter=300→200,0,,0,,yash9439/birdclef2026-timeoptimized
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,yash9439/pantanal-distill-birdclef2026-improvement
0,,2,v2:0.908|v2:0.908,0,,yashanathaniel/birdclef-2026-perch-v2-0-908
0,,0,,0,,yashanathaniel/birdclef2026-public-blend-v6-0-892
0,,3,v2:0.906|v2:0.906|v2:0.899,0,,yashanathaniel/perch-v2-starter-train-infer-0-906
0,,0,,0,,yashanathaniel/perch-v2-starter-train-infer-mlp-0-905
0,,0,,0,,yashanathaniel/simplerun-perch-v2embedprobe-bayesian-0-912
4,reduced=320→128|d_model reduced=320→128|n_ssm_layers=4→2|1=6→12,0,,0,,yermes/birdclef-2026-perch-prottossm-training-v5
0,,0,,0,,yermes/birdclef-2026-yermes-v5-inference-2-1
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,yingmingpu/submission
0,,0,,0,,yonasatinafu/birdclef-2026-perch-mlp-public-v1
2,3=5→0.20|2=5→0.30,0,,0,,youssefmo942009/0-947-lb-improved
3,PCA dimension increased from=32→64|1=5→0.75|3=2→64,0,,0,,youssefmo942009/birdclef-26-onnx-perch-dual-ssms-vectorized-mlp
0,,0,,0,,youssefmo942009/cnn-test
0,,3,v1:0.798|v2:0.826|v2:0.912,0,,youssefmo942009/edits-birdclef-2026-perch-v2-protossm-0-925
0,,0,,0,,youssefmo942009/edits-on-birdclef-protossm-efficientnet-sed
2,3=5→0.20|2=5→0.30,0,,0,,youssefmo942009/lb-0-948
1,3=2→64,0,,0,,youssefmo942009/set-seed-for-same-lb-score
1,3=2→64,2,v2:0.937|v2:0.934,0,,youssefmo942009/set-seed-to-get-stable-performance-every-run
0,,0,,0,,youssefmo942009/small-tweaks-on-lb-score-0-947
0,,0,,0,,youssefmo942009/version-3-lgbm
1,3=2→64,0,,0,,youssefmo942009/version-4
0,,0,,0,,yuki16/bird-clef2026-baseline-efficientnet-b0-melspec-v4
2,rank_proto60_sed=40→0.939|rank_proto45_sed=55→0.937,0,,0,,yuki16/bird-clef2026-baseline-perch-protossm-sed30-blend
1,3=2→64,0,,0,,yuki16/bird-clef2026-perch-prot-vectormlp-fattail-sed-v2
1,3=2→64,0,,0,,yuki16/bird-clef2026-perch-prot-vectormlp-fattail-sed-v3
2,6=4→128|3=2→64,0,,0,,yuki16/bird-clef2026-perch-protossm-vectormlp-fattail-sed
3,PCA dimension increased from=32→64|1=5→0.75|3=2→64,0,,0,,yuriygreben/birdclef-26-onnx-perch-dual-ssms-vectorized-mlp
1,d_model=256→320,0,,0,,yuriygreben/birdclef-26-protossm-mlp-ensemble-perch-v2
0,,0,,0,,yuriygreben/birdclef-26-protossm-residual-boost
0,,0,,0,,yuriygreben/birdclef-26-protossm-v5-time-optimised
0,,0,,0,,yuriygreben/multimodal-ensemble-onnx-bioclip-zero-shot
3,d_model=256→320|increased from=128→256|increased from=2→3,0,,0,,yusufmurtaza01/birdclef-2026
0,,0,,0,,yusufmurtaza01/birdclef-eda
5,d_model=192→256|increased from=128→256|increased from=2→3|was=5→40|was=5→40,0,,0,,yusufmurtaza01/pantanal-birdclef-26
0,,0,,0,,yusufmurtaza01/pantanal-distill-birdclef-26
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,yusufmurtaza01/pantanal-distill-birdclef2026-improvement
1,3=2→64,2,v2:0.937|v2:0.934,0,,yuyajk/birdclef-2026-0-943-onnx-perch-sequence-sed-submit
0,,0,,0,,yuyuvae/01-prepare-soundscape-labels-and-perch-mapping
0,,0,,0,,yuyuvae/02-train-perch-probe-and-export-artifacts
0,,0,,0,,yuyuvae/03-infer-with-perch-probe-artifacts
0,,0,,0,,zaouiyassine/baseline-for-birdclef
0,,0,,0,,zarungeorge/bird-clef
2,3=5→0.20|2=5→0.30,0,,0,,zeyadmohamadezzat/birdclef-2026-eos-parity-inference
0,,0,,0,,zeyadmohamadezzat/birdclef-2026-two-branch-perch-sed-sidecar
0,,0,,0,,zeyan0823/birdclef-2026-train-efficientnet-b0-5-fold
0,,0,,0,,zhiyue666/inference-birdclef-2026-baseline-zhiyue666
0,,0,,0,,zhiyue666/inference-birdclef-2026-claw-make-zhiyue-cry
0,,0,,0,,zhiyue666/training-birdclef-2026-baseline-zhiyue666
1,1=536→128,0,,0,,zirach/birdclef-2026-perch-protossm
0,,0,,0,,zirach/birdclef-2026-perch-v2-starter-readable-ver
3,4=50→500|2=1→100|1=8→23,0,,0,,zirach/birdclef-2026-proper-eda-insights
0,,0,,0,,zorojuro358/birdclef-v1
0,,0,,0,,zwxiang123/birdclef-2026-blend-0-885
0,,0,,0,,zwxiang123/birdclef-2026-eda
