n_deltas,deltas_sample,n_versions_mentioned,version_scores,n_score_progresses,score_progresses_sample,ref
1,3=2→64,2,v54:0.946|v47:0.946,0,,henryszy/bc2026-raunak0946-ppens-v54
1,3=2→64,1,v49:0.946,0,,henryszy/bc2026-raunak0946-v49-condhead
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-cv9245-rank05-v36
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-cv9245-rank10-v37
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-cv9245-tahead-rank0502-v39
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-gated-snowflake-v34
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-midanchor-ppens-v29
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-onlinepseudo-v43
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-p125-v24
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-ppens-v25
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-pure-sedtilt-v28
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-rare090-v40
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-replay-v22
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-sedtilt-ppens-v27
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-snowagree-v41
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-snowflake-ppens-v33
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-tahead-rank03-v38
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-taxonaware-ppens-v31
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-top2-gated-snowflake-v35
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-robust-top2pp-ppens-v30
0,,0,,0,,henryszy/bc2026-safar0946-v63
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,henryszy/bc2026-sheng-v18x-only-v19
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,henryszy/bc2026-sheng-wsl-pacerq-v18
0,,0,,0,,henryszy/bc2026-tahead-artifact-smoke
1,j6dS3t3abMyy=7→9,0,,0,,henryszy/bc2026-troyxxf-negdelta-v60
1,3=2→64,0,,0,,henryszy/bc2026-two-pass-ssm-v5
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-ulyanov-better-blend-hgnet-v15
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-ulyanov-gate-fake-head-v14
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-yaroslav-robust-v62
0,,0,,0,,henryszy/bc2026-youssef-protossm-sed-v8
1,3=2→64,2,v2:0.937|v2:0.934,0,,henryszy/bc2026-yuyajk-0943-v11
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,hideyukizushi/bird26-reprod-perch-proto-residualssm-train-s7177
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,hideyukizushi/bird26-reproduce-perch-protossm-resssm-inf-train
0,,0,,0,,hirotakaiwasawa/birdclef-datacheck
0,,0,,0,,hmh2023/cuckoo-inference
0,,0,,0,,hongweiluan/claude-processing
0,,0,,0,,horrison/birdclef-2026-perch-protossm
0,,0,,0,,huydo170302/dsai1-internship-birdclef-2026
0,,0,,0,,huyhduve/perch-gemini-3-1
1,canto provides user ratings from=1→5.,0,,0,,ibrahimqasimi/birdclef-26-acoustic-species-identification-eda
0,,0,,0,,idrissamdicko/birdclef2026-submission-efficientnet-b0-ensemble
0,,0,,0,,igormerlinicomposer/bc26-perch-probe-isotonic-calibration
0,,0,,0,,igormerlinicomposer/cbc26
0,,0,,0,,ikkimasuta/basenote2-birdclef2026-for-winc
0,,0,,0,,ilanbacry/birdclef-2026-complete-eda
0,,4,v1:0.798|v2:0.826|v2:0.912|v5:0.927,0,,imaadmahmood/birdclef-2026-perch-v2-protossm-0-925
0,,0,,0,,imagimaniac/birdvoice-ai
0,,0,,0,,imronrsya/birdclef-2026-inference-proto
0,,0,,0,,imronrsya/birdclef-2026-training-baseline
2,1=280→512|1=280→512,0,,0,,imronrsya/birdclef-2026-training-baseline-proto
0,,0,,0,,imronrsya/notebooke446edeac3
0,,0,,0,,imronrsya/submmision-notebook-birdclef-efficientnetv2-s
0,,0,,0,,indahnuruljanah/notebook-pretrained-effb2
0,,0,,0,,indahnuruljanah/notebook-training-cnn
0,,0,,0,,indrapurwanto01/medanjawa
0,,0,,0,,indrapurwanto01/notebookb174b47cc2
0,,0,,0,,ishanbojja/birdclef-sub1
0,,0,,0,,ivarvb/notebook01
2,increased from=128→256|increased from=2→3,0,,0,,jackcerion/bird-infer-dir-one
0,,0,,0,,jacqueszhelinzhang/birdclef26-cnn-notebook
0,,0,,0,,jacqueszhelinzhang/birdclef26-ensemble
0,,0,,0,,jacqueszhelinzhang/birdclef26-multi
0,,0,,0,,jacqueszhelinzhang/birdclef26-onnx
0,,0,,0,,jacqueszhelinzhang/birdclef26-overnight
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-classifier
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-classifier-v2
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-clean
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-clf
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-dataset
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-ensemble
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-final
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-fixed
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-minimal
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-mirror
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-test
0,,0,,0,,jacqueszhelinzhang/birdclef26-perch-tfhub
0,,0,,0,,jacqueszhelinzhang/birdclef26-test
0,,0,,0,,jacqueszhelinzhang/birdclef26-test-input
0,,0,,0,,jacqueszhelinzhang/birdclef26-wavelet-inference
0,,0,,0,,jaejohn/perch-v2-starter-train-infer
0,,0,,0,,jahnavikachhia23/birdclef-2026
0,,0,,0,,jaydenszeto123/birdclef-2026-blend-add79c
0,,0,,0,,jaydenszeto123/birdclef2026-v2
0,,0,,0,,jaydenszeto123/birdclef2026-v3
0,,0,,0,,jek1wantaufik/bird-2026
0,,0,,0,,jguevarag/01-eda
0,,0,,0,,jguevarag/02-preprocessing
0,,0,,0,,jguevarag/03-master-birdclef-pipeline
0,,0,,0,,jguevarag/04-cnn-efficientnet-training
0,,0,,0,,jguevarag/05-kaggle-inference-submission
0,,0,,0,,jguevarag/birdclef-first-steps
0,,0,,0,,jieuna1/birdclef-2026-exploration-preprocessing-resampling
0,,0,,0,,jinyichen888/birdclef2026-exp-e-yuriy-hybrid-v1
0,,0,,0,,jinyichen888/birdclef2026-wslllll-exp-e-v1
0,,0,,0,,jirkaborovec/bird-clef-random-predictions
0,,0,,0,,jirkaborovec/bird-clef-statistically-weighted-predictions
0,,0,,0,,jirkaborovec/bird-clef-train-timm-pytorch-onnx-inference
0,,0,,0,,jiweiliu/audiocrop-s123-v1
0,,1,v16:0.917,0,,jiweiliu/birdclef-2026-acoustic-species-id-fork
0,,0,,0,,jiweiliu/birdclef-2026-comprehensive-eda
0,,0,,0,,jiweiliu/birdclef-2026-efficientnet-b0-baseline
0,,0,,0,,jiweiliu/birdclef-2026-postproc-v1
0,,0,,0,,jiweiliu/pantanal-distill-birdclef2026-improvement
1,3=2→64,1,v10:0.965,0,,johnjanson/agiclef-2026-v10-pro-max
0,,0,,0,,johnkihoro/churn-eda-and-prediction-with-pyspark
1,3=2→64,2,v2:0.937|v2:0.934,0,,jojizhou/bc26-exp-300-v07-fakeonly-008
0,,0,,0,,jojizhou/bc26-v10-sed-fold3
1,3=2→64,2,v2:0.937|v2:0.934,0,,jojizhou/birdclef-2026-200-our-sed5fold-v07-blend
5,batch=16→8|grad_accum=2→4|alpha=0.5→1.0|freq_mask=30→50|time_mask=30→40,0,,0,,jojizhou/birdclef-2026-v12-sed-b3-fold0
0,,0,,0,,jojizhou/birdclef-2026-v13-sed-only-lb-diag
0,,0,,0,,juanpp11/birdclaf2026-analisis-avanzado
0,,0,,0,,juanpp11/birdclef2026
0,,0,,0,,juanpp11/birdclef2026-seguda-parte
0,,0,,0,,juanpp11/notebook68ef5b5660
0,,0,,0,,juanpp11/train-del-dataset
0,,0,,0,,juliustegar/birdclef-2026-inference
0,,0,,0,,juliustegar/birdclef-2026-inference-efficientnetb3
0,,0,,0,,juliustegar/birdclef-2026-training-baseline
0,,0,,0,,juliustegar/birdclef-2026-training-baseline-efficientnetb3
0,,0,,0,,junaid512/birdclef-2026
0,,0,,0,,junaid512/birdclef-2026-eda
1,was=25→2,2,v20:0.956|v20:0.924,0,,junaid512/birdclef-2026-pipeline
2,3=5→0.20|2=5→0.30,0,,0,,jungchanryu/birdclef-first
0,,0,,0,,junipersky/birdclef-2026-lgbm-combo
0,,0,,0,,junipersky/birdclef-2026-perch-lightgbm-probe-v1
0,,0,,0,,kacchanwriting/birdclef-2026-eda-v1
0,,0,,0,,kacchanwriting/birdclef-2026-eda-v2
0,,0,,0,,kahofu/birdclef-2026-baseline
0,,0,,0,,kailatha/birdclef-2026-inference-mobilenet-apa-aja
0,,0,,0,,kailatha/birdclef-coba-aja
0,,0,,0,,kailatha/bridcleg-2026-apa-aja
0,,0,,0,,kailyn2359/birdclef-2026-baseline-with-perch-v2-model
2,1=5→0.9237|3=2→64,3,v41:0.944|v2:0.937|v2:0.934,0,,kamongi/pantanal-distill-birdclef2026
1,3=2→64,2,v2:0.937|v2:0.934,0,,karnakbaevarthur/birdclef-2026-gate-fake008
1,3=2→64,2,v2:0.937|v2:0.934,0,,karnakbaevarthur/birdclef-2026-gate-fake008-f92f49
1,3=2→64,0,,0,,karnakbaevarthur/birdclef-2026-onnx-perch-sequence-model-e74c7c
3,3=2→64|so nudging from=0.60→0.65|recording window cutoff from=6→5,0,,0,,karnakbaevarthur/optimized-dual-architecture-ensemble
2,3=5→0.20|2=5→0.30,0,,0,,karnakbaevarthur/power-optimization
0,,0,,0,,katsaxton/ctrl-alt-elite
0,,0,,0,,kdmitrie/birdclef26-google-perch-starter
1,given that the median range is=11→23,0,,0,,kebaka/birdclef-strategic-eda-augmentation-guid-jp-en
1,18/=0.10→0.14,0,,0,,kehindesolomon/lb-improved
0,,0,,0,,kennyhu52/birdclef-2026
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,kevinermille/birdclef-2026-yash-pantanal-pro
0,,0,,0,,khairiyafatih/birdclef-2026-training-baseline-pateh
0,,0,,0,,khanmunsif/bird-clef-project
0,,0,,0,,khanmunsif/birdclef-2026-decode-bird-sounds-with-ml
0,,0,,0,,kodatirevanth/birdclef-2026-eda-beginner-s-deep-dive-v2
0,,0,,0,,kodatirevanth/birdclef-2026-eda-beginner-s-deep-dive-v3
0,,0,,0,,kodatirevanth/birdclef-2026-efficientnet-baseline-full-pipeline
1,1=536→64,0,,0,,kodatirevanth/birdclef-2026-perch-v2-eda-improved-probes
0,,1,v1:0.506,0,,kodatirevanth/birdclef-2026-sed-ensemble-v2
0,,0,,0,,kodatirevanth/birdclef-2026-self-contained-cnn-baseline
0,,0,,0,,kodatirevanth/birdclef2026-inference
1,3=2→64,2,v2:0.937|v2:0.934,0,,konbu17/bird26-wliilamsam-0943-with-train-audio-head
0,,0,,0,,kospintr/birdclef-efficientnet-perch-distill-mixup
0,,0,,0,,kospintr/birdclef-efficientnet-perch-distill-pytorch
0,,0,,0,,kospintr/birdclef-perch-dnn-mixup-baseline
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/bc2026-mr1-c3-mirrorrare-needless0946-trick
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/bc2026-mr2-mirrorrare-only-no-c3
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/bc2026-vr1-c3-lambda-0-6
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/bc2026-vr2-c3-no-adaptive-smooth
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/bc2026-vr3-c3-tta-proto
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/bc2026-vr4-c3-residual-0-50
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/bc2026-vr5-c3-sed-0-55
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/birdclef-2026-consolidated-v2-c3-konbu17-3
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/birdclef-2026-consolidated-v2-c3-konbu17-5
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/birdclef-2026-consolidated-v2-c3-reproduce
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/birdclef-2026-consolidated-v2-konbu17-5
1,3=2→64,2,v2:0.937|v2:0.934,0,,kosuke123/birdclef-2026-mattia-hgnet-v4-clean
1,3=2→64,2,v2:0.937|v2:0.934,0,,kosuke123/birdclef-2026-mattia-hgnetv2-v3
1,3=2→64,2,v2:0.937|v2:0.934,0,,kosuke123/birdclef-2026-mattia-scaled-hgnet-v4
2,3=2→64|LB regression=0.943→0.927,2,v2:0.937|v2:0.934,0,,kosuke123/k-plus-rt-ensemble-may10
2,3=5→0.20|2=5→0.30,0,,0,,kotata0306/birdclef-2026-youssef-a1-rankblend-sedup
2,3=5→0.20|2=5→0.30,0,,0,,kotata0306/birdclef-2026-youssef-b1c1-smooth-spike
2,3=5→0.20|2=5→0.30,0,,0,,kotata0306/birdclef-2026-youssef-c2-birdnet-aves-spike
2,3=5→0.20|2=5→0.30,0,,0,,kotata0306/birdclef-2026-youssef-e3-nonaves-sed-guard
2,3=5→0.20|2=5→0.30,0,,0,,kotata0306/birdclef-2026-youssef-lb0948-base
0,,0,,0,,koushikkumardinda/pantanal-soundscape-multi-label-avian
0,,0,,0,,koushikrudra/0-928-winner-position
0,,0,,0,,krist0phersmith/birdclef-2026-ensemble-inference
0,,0,,0,,krist0phersmith/birdclef-2026-inference
0,,1,v4:0.946,0,,kruzzcc/bc26-claude-r0947-birdnet
0,,1,v4:0.946,0,,kruzzcc/bc26-claude-umap-bn-b
1,3=2→64,1,v8:0.946,0,,kruzzcc/bc26-convnext-v3r3-active-a03
1,3=2→64,1,v8:0.946,0,,kruzzcc/bc26-convnext-v3r3-auc27-a03
0,,1,v4:0.946,0,,kruzzcc/bc26-mtoshi-0947-birdnet
0,,1,v4:0.946,0,,kruzzcc/bc26-mtoshi-umap-bn-a
2,increased from=128→256|increased from=2→3,0,,0,,kruzzcc/bc26-nina-eos4-fixed
0,,0,,0,,kruzzcc/bc26-raunak-deep-dyn-bn
0,,0,,0,,kruzzcc/bc26-safar-0947-birdnet
1,3=2→64,2,v2:0.937|v2:0.934,0,,kruzzcc/bc26-yaroslav-sitehour-bn
1,3=2→64,1,v8:0.946,0,,kruzzcc/birdclef-2026-owned-convnext-alpha03
1,3=2→64,1,v8:0.946,0,,kruzzcc/birdclef-2026-owned-convnext-alpha05
1,3=2→64,1,v8:0.946,0,,kruzzcc/birdclef-2026-owned-convnext-v2-active-alpha01
1,3=2→64,1,v8:0.946,0,,kruzzcc/birdclef-2026-owned-convnext-v2-active-alpha03
1,3=2→64,1,v8:0.946,0,,kruzzcc/birdclef-2026-owned-convnext-v2-alpha03
1,3=2→64,1,v8:0.946,0,,kruzzcc/birdclef-2026-owned-convnext-v2-aucmask27-alpha03
0,,0,,0,,kushubhai/birdclef26-preprocessing-2
0,,0,,0,,kushubhai/birdclef2k26
0,,0,,0,,kylahcodes/bird-clef-submission-piplines
0,,0,,0,,kylahcodes/birdclef-1a
0,,0,,0,,lakhindarpal/birdclef-2026-inference
0,,0,,0,,lakhindarpal/birdclef-2026-perch-inference
0,,0,,0,,lakhindarpal/birdclef-2026-training
0,,0,,0,,lalit7881/birdclef-2026
0,,0,,0,,lalit7881/birdclef-2026-advanced-audio-classification
0,,0,,0,,lamnguyentran6/transfer-ogg-to-npy
1,3=2→64,0,,0,,lareinazhao/public-birdclef-2026-onnx-perch-sequence
0,,0,,0,,ldausl/birdclef-2026
0,,0,,0,,lihaoweicvch/tinykaggleclaw-baseline
2,increased from=128→256|increased from=2→3,0,,0,,lingyu07/0-928-perch-yamnet-fast-blend
0,,0,,0,,lingyu07/birdclef-2026-convnext-finetune
0,,0,,0,,lissandrakruse/fork-of-fork-of-fork-of-fork-of-fork-of-for-dd0c37
0,,0,,0,,lissandrakruse/fork-of-notebook8c0f76c3c1-98c844
0,,0,,0,,lissandrakruse/notebook8c0f76c3c1
0,,0,,0,,lissandrakruse/notebookf6f1e767b1
1,1=536→512,0,,0,,liuyanfeng/birdclef26-jax-perch-inference
0,,0,,0,,lixin73/perch-onnx-baseline-stage1
0,,0,,0,,lucashmateo/bird-competition-try
1,3=2→64,2,v2:0.937|v2:0.934,0,,lucataco/bc26-adarsh-v35-gate-tfwheel-fix
1,3=2→64,1,v53:0.946,0,,lucataco/bc26-henry-clap-v53-fasttop
1,3=2→64,1,v51:0.946,0,,lucataco/bc26-henry-v51-fasttop
1,3=2→64,1,v52:0.946,0,,lucataco/bc26-henry-v52-fasttop
0,,1,v4:0.946,0,,lucataco/bc26-meenal-improved-fasttop
2,increased from=128→256|increased from=2→3,0,,0,,lucataco/bc26-nina-ensemble2-sanitized
0,,0,,0,,m0delcrafter/chirp-imagery-visual-bird-ai-tf
0,,0,,0,,machengyuan/sedmodelv2-infer
0,,0,,0,,mah20050/segperch-audio-distillation-and-inference-scaling
0,,0,,0,,makotokomizo/birdclef-2026-eda
0,,0,,0,,marcusewang/baseline-efficient-net
0,,0,,0,,marcusewang/birdclef-gem-efficient-net-baseline-training
0,,0,,0,,marcusewang/gem-focal-loss-baseline-inference
4,swinv2_base_window=12→24|_=192→384.|swinv2_large_window=12→24|_=192→384.,0,,0,,mariuszlubkowski/birdclef-2026-uv-inference
0,,0,,0,,martinaolivato/tensorflow-2-20-environment-setup
0,,0,,0,,marylka/birdclef-2026-eda
0,,0,,0,,marylka/birdclef-2026-pytorch-baseline
0,,0,,0,,marynaborovska/birdclef-26-biological-heuristics-improvements
0,,0,,0,,marynaborovska/birdclef-26-protossm-inference-0-928-lb
0,,0,,0,,marynaborovska/birdclef-26-protossm-v5-optimised-baseline
3,d_model=192→256|increased from=128→256|increased from=2→3,0,,0,,marynaborovska/birdclef-26-protossm-v5-resboosting-0-927-lb
1,3=2→64,0,,0,,marynaborovska/birdclef-26-two-pass-ssm-advanced-pp
0,,0,,0,,mateuszwcawski/bird-clef2026mw
0,,0,,0,,matrixamp/birdclef2026-hgnetv2-sed-inference
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,matrixamp/birdclef2026-keepimproving-fork
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,matrixamp/birdclef2026-koushik-fork
0,,0,,0,,matrixamp/birdclef2026-miaaaf-v18x-fork
1,3=2→64,0,,0,,matrixamp/birdclef2026-twopass-ssm-fork
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,matrixamp/birdclef2026-yaroslav-onnx-fork
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,matrixamp/birdclef2026-yukiz-sonotype-mirroring
1,d_model=256→320,0,,0,,matrixamp/birdclef2026-yuriy-improved-ensemble
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,matrixamp/birdclef2026-yusuf-improvement-fork
1,3=2→64,2,v2:0.937|v2:0.934,0,,mattiaangeli/birdclef-2026-0-943-better-blend
0,,0,,0,,mattiaangeli/birdclef-protossm-efficientnet-sed-all-public
0,,0,,0,,meenalsinha/birdclef-2026
2,3=5→0.20|2=5→0.30,0,,0,,meenalsinha/birdclef-2026-improved
1,"second Window

Most segments contain aro=3→5",0,,0,,melccoro/birdclef-2026-eda-a-beginner-s-guide
1,d_model=256→320,0,,0,,miaaaf/birdclef-2026-m1-fast
1,d_model=256→320,0,,0,,miaaaf/birdclef-2026-m2-fast
1,d_model=256→320,0,,0,,miaaaf/birdclef-2026-m3-fast
1,d_model=256→320,0,,0,,miaaaf/birdclef-2026-m4-fast
1,d_model=256→320,0,,0,,miaaaf/birdclef-2026-speed-fixed
1,d_model=256→320,0,,0,,miaaaf/birdclef-2026-v1-baseline
1,d_model=256→320,0,,0,,miaaaf/birdclef-2026-v3-isotonic
1,d_model=256→320,0,,0,,miaaaf/birdclef-2026-v5-largerssm
1,d_model=256→320,0,,0,,miaaaf/birdclef-2026-v7-aggtemp
1,d_model=256→320,0,,0,,miaaaf/birdclef-2026-v9-residual
1,d_model=256→320,0,,0,,miaaaf/birdclef26-v18x-625871
0,,0,,0,,miaaaf/m13-cutmix-miaaaf
0,,0,,0,,miaaaf/m14-cosine-restart-miaaaf
0,,0,,0,,miaaaf/m15-freq-focal-miaaaf
0,,0,,0,,miaaaf/m16-larger-model-miaaaf
0,,0,,0,,miaaaf/m23-stopgrad-delta-smooth-miaaaf
0,,0,,0,,miaaaf/m24-stopgrad-rank-thresh-miaaaf
0,,0,,0,,miaaaf/m25-stopgrad-ensemble-wt-miaaaf
0,,0,,0,,miaaaf/m26b-stopgrad-prior-tuned
0,,0,,0,,miaaaf/m27b-stopgrad-strong-distill
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d256-w60
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-50ep
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-a52
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-do006
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-do008
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-do13
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-ds16
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-ds24
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-ds48
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-nl5-ca4
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-nlayers5
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-rank03
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-tta3
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d384ld10
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d416
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-d416-nl5
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-v1-d320-nl4
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-v2-ep100
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-v3-rank-power
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-miaaaf-v4-dalpha
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18-res0
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18-res35
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-ablat
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-alpha48
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-alpha49
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-alpha55
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-d256-w55
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-d384-nl5
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-delta
1,d_model=256→320,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-delta25-a48
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-layers6
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-mlp
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-pca256
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-temp
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18x-tweak
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-v18y
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-wslll-xd416nl5-a
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-wslll-xdo007-c
0,,0,,0,,miaaaf/pantanal-distill-birdclef2026-wslll-xds48nl5-b
0,,0,,0,,miaaaf/v18x-dmodel
0,,0,,0,,miaaaf/w11-oof-framework-miaaaf
0,,0,,0,,miaaaf/w11b-oof-train-miaaaf
0,,0,,0,,miaaaf/w12-ensemble-60-miaaaf
0,,0,,0,,miaaaf/w13-temp-tuning-miaaaf
0,,0,,0,,miaaaf/w14-residual-tweak-miaaaf
0,,0,,0,,michaelmller/birdclef-2026-submission
1,3=2→64,0,,0,,micheal1994/ablation-0506
1,3=2→64,0,,0,,micheal1994/fork-of-ablation-0506-d4a2c7
1,3=2→64,2,v2:0.937|v2:0.934,0,,mikeychenn/birdclef-2026-better-blend-repro
1,3=2→64,2,v2:0.937|v2:0.934,0,,mikeychenn/birdclef-2026-exp01-deeper-protossm-final-v3
1,3=2→64,2,v2:0.937|v2:0.934,0,,mikeychenn/birdclef-2026-exp07-pseudo-labels-final-v3
1,3=2→64,2,v2:0.937|v2:0.934,0,,mikeychenn/birdclef-2026-exp10-transformer-corrector-final-v3
1,6=4→32,1,v2:0.895,0,,mikeychenn/birdclef-2026-v4-protossm-mlp
0,,0,,0,,mikhailzemskov/birdclef-2026-geographic-eda
0,,0,,0,,mikkelrusbak/birdy-birdy-birdy-eda
0,,0,,0,,minervasdatalab/pantanalbirds-eda
0,,0,,0,,mirzamilanfarabi/birdclef-2025-files
0,,0,,0,,mirzamilanfarabi/birdclef2025-1st-place-inference-v2
0,,0,,0,,misbahbuilds5/the-hacker-of-misbah
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,mlnjsh/birdclef2026-perch-v75
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,mlnjsh/birdclef2026-perch-v76
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,mlnjsh/birdclef2026-perch-v77
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,mlnjsh/birdclef2026-perch-v78
0,,0,,0,,monkeyclaw/birdclef2026-v4-improved-protossm
0,,0,,0,,mpwolke/birdclef-2026-brazil-s-pantanal-wetlands
0,,0,,0,,mrmshahidsardar/birdclef-2026-acoustic-species-identification
1,d_model=256→320,0,,0,,mtoshidesu/0-928-bird26-reproduce-perch-protossm-resssm
15,1=2→15|0=02→0.004|0=03→0.01|2=5→0.30|0=01→0.003|0=02→0.004|1=5→0.20|6=4→128|1=6→8|1=2→15,0,,0,,mtoshidesu/0-932-test-mod-version-4
0,,0,,0,,mtoshidesu/0-934-birdclef-2026-clean-visual-pipeline
0,,0,,0,,mtoshidesu/0-937-birdclef-2026-true-end-to-end-pipeline
