ref,title,author,lastRunTime,totalVotes,author_user,users,best_score,best_rank,n_teams,features_v2__slug,features_v2__filename,features_v2__n_cells,features_v2__n_code_cells,features_v2__n_md_cells,features_v2__n_md_chars,features_v2__n_code_chars,features_v2__first_md,features_v2__config_lb_max,features_v2__config_lb_list,features_v2__n_config_lb,features_v2__lb_prefix_max,features_v2__n_lb_prefix,features_v2__bare_score_max,features_v2__bare_score_min,features_v2__n_bare_scores,features_v2__best_score,features_v2__feat__uses_perch,features_v2__feat__uses_perch_v2,features_v2__feat__uses_birdnet,features_v2__feat__uses_sed,features_v2__feat__uses_protossm,features_v2__feat__uses_residual_ssm,features_v2__feat__uses_efficientnet,features_v2__feat__uses_hgnet,features_v2__feat__uses_convnext,features_v2__feat__uses_resnet,features_v2__feat__uses_passt,features_v2__feat__uses_beats,features_v2__feat__uses_mae,features_v2__feat__uses_tucker,features_v2__feat__uses_mlp_probes,features_v2__feat__uses_train_audio,features_v2__feat__aug_mixup,features_v2__feat__aug_cutmix,features_v2__feat__aug_specaugment,features_v2__feat__aug_time_shift,features_v2__feat__aug_flip,features_v2__feat__aug_clipping,features_v2__feat__aug_gain,features_v2__feat__loss_focal,features_v2__feat__loss_bce,features_v2__feat__loss_softauc,features_v2__feat__ssl_pseudo,features_v2__feat__ssl_iterative,features_v2__feat__tweak_A_per_class,features_v2__feat__tweak_C_residual,features_v2__feat__tweak_D_hour_smooth,features_v2__feat__tweak_E_wide_mlp,features_v2__feat__tweak_F_flip_tta,features_v2__feat__tweak_G_birdnet_weight,features_v2__feat__sonotype_mirror,features_v2__feat__site_hour_prior,features_v2__feat__rank_aware,features_v2__feat__file_confidence,features_v2__feat__adaptive_delta,features_v2__feat__uses_onnx,features_v2__feat__uses_torch,features_v2__feat__uses_tf,features_v2__feat__val_groupkfold,features_v2__feat__val_stratified,features_v2__feat__ext_data,features_v2__n_fork_refs,features_v2__fork_refs,features_v2__num__n_windows,features_v2__num__window_sec,features_v2__num__rank_power,features_v2__num__n_classes,features_v2__num__lambda_prior,features_v2__num__file_conf_power,features_v2__num__alpha_blend,features_v2__num__correction_weight,features_v2__num__lambda_in_apply_prior,features_v2__num__ensemble_w_mapped,features_v2__title_score,deps__n_inputs,deps__input_slugs,deps__n_notebooks_used,deps__notebooks_used,deps__n_datasets_used,deps__datasets_used,deps__n_models_used,deps__models_used,deps__competitions_used,deps__slug,blends__n_blend_configs,blends__max_n_models,blends__all_models,blends__all_weights,blends__all_lbs,diffs__n_deltas,diffs__deltas_sample,diffs__n_versions_mentioned,diffs__version_scores,diffs__n_score_progresses,diffs__score_progresses_sample
wslllll/pantanal-distill-birdclef2026-v18x-d384-nl5-tta3,pantanal-distill-birdclef2026-v18x-d384-nl5-tta3,wslllll,2026-04-13 06:56:14.320000,12,wslllll,wslllll,0.929,1505.0,1.0,wslllll__pantanal-distill-birdclef2026-v18x-d384-nl5-tta3,pantanal-distill-birdclef2026-v18x-d384-nl5-tta3.ipynb,19.0,18.0,1.0,86.0,64968.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,wslllll__pantanal-distill-birdclef2026-v18x-d384-nl5-tta3,,,,,,0.0,,0.0,,0.0,
miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-50ep,pantanal-distill-birdclef2026-miaaaf-d384-50ep,Miaaa F,2026-04-13 07:22:41.300000,8,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-50ep,pantanal-distill-birdclef2026-miaaaf-d384-50ep.ipynb,19.0,18.0,1.0,86.0,64975.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__pantanal-distill-birdclef2026-miaaaf-d384-50ep,,,,,,0.0,,0.0,,0.0,
shijian123456/pantanal-distill-birdclef2026-shijian-d384-v1,pantanal-distill-birdclef2026-shijian-d384-v1,shijian123456,2026-04-13 11:13:02.563000,31,shijian123456,shijian123456,0.929,1502.0,1.0,shijian123456__pantanal-distill-birdclef2026-shijian-d384-v1,pantanal-distill-birdclef2026-shijian-d384-v1.ipynb,21.0,20.0,1.0,86.0,66361.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,shijian123456__pantanal-distill-birdclef2026-shijian-d384-v1,,,,,,0.0,,0.0,,0.0,
shengguangzhou/birdclef-2026-wslllll-v18x-d384-nl5-tta3-fork,birdclef-2026-wslllll-v18x-d384-nl5-tta3-fork,Shengguang Zhou,2026-04-13 12:49:18.897000,3,shengguangzhou,shengguangzhou,0.932,1435.0,1.0,shengguangzhou__birdclef-2026-wslllll-v18x-d384-nl5-tta3-fork,birdclef-2026-wslllll-v18x-d384-nl5-tta3-fork.ipynb,19.0,18.0,1.0,86.0,64968.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,shengguangzhou__birdclef-2026-wslllll-v18x-d384-nl5-tta3-fork,,,,,,0.0,,0.0,,0.0,
shengguangzhou/birdclef-2026-miaaaf-d384-tta3-fork,birdclef-2026-miaaaf-d384-tta3-fork,Shengguang Zhou,2026-04-13 13:57:55.667000,4,shengguangzhou,shengguangzhou,0.932,1435.0,1.0,shengguangzhou__birdclef-2026-miaaaf-d384-tta3-fork,birdclef-2026-miaaaf-d384-tta3-fork.ipynb,19.0,18.0,1.0,86.0,64968.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,shengguangzhou__birdclef-2026-miaaaf-d384-tta3-fork,,,,,,0.0,,0.0,,0.0,
youssefmo942009/version-3-lgbm,Version 3 lgbm,youssef abukhalifa,2026-04-19 13:21:14.950000,68,youssefmo942009,youssefmo942009,0.948,180.0,1.0,youssefmo942009__version-3-lgbm,version-3-lgbm.ipynb,21.0,20.0,1.0,86.0,70970.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,youssefmo942009__version-3-lgbm,,,,,,0.0,,0.0,,0.0,
wslllll/v6-ensemble,v6_ensemble,wslllll,2026-04-15 06:50:37.963000,9,wslllll,wslllll,0.929,1505.0,1.0,wslllll__v6-ensemble,v6-ensemble.ipynb,19.0,18.0,1.0,86.0,66354.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,wslllll__v6-ensemble,,,,,,0.0,,0.0,,0.0,
shijian123456/v8-stopgradient-v2-shijian,v8-stopgradient-v2-shijian,shijian123456,2026-04-15 13:19:41.953000,3,shijian123456,shijian123456,0.929,1502.0,1.0,shijian123456__v8-stopgradient-v2-shijian,v8-stopgradient-v2-shijian.ipynb,19.0,18.0,1.0,86.0,66354.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,shijian123456__v8-stopgradient-v2-shijian,,,,,,0.0,,0.0,,0.0,
shijian123456/v10-extended-tta-shijian,v10-extended-tta-shijian,shijian123456,2026-04-15 13:19:47.897000,7,shijian123456,shijian123456,0.929,1502.0,1.0,shijian123456__v10-extended-tta-shijian,v10-extended-tta-shijian.ipynb,19.0,18.0,1.0,86.0,66354.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,shijian123456__v10-extended-tta-shijian,,,,,,0.0,,0.0,,0.0,
shijian123456/v11-lower-temperature-shijian,v11-lower-temperature-shijian,shijian123456,2026-04-15 13:19:49.853000,8,shijian123456,shijian123456,0.929,1502.0,1.0,shijian123456__v11-lower-temperature-shijian,v11-lower-temperature-shijian.ipynb,19.0,18.0,1.0,86.0,66354.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,shijian123456__v11-lower-temperature-shijian,,,,,,0.0,,0.0,,0.0,
shijian123456/v12-residual-boost-shijian,v12-residual-boost-shijian,shijian123456,2026-04-15 13:19:52.520000,3,shijian123456,shijian123456,0.929,1502.0,1.0,shijian123456__v12-residual-boost-shijian,v12-residual-boost-shijian.ipynb,19.0,18.0,1.0,86.0,66354.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,shijian123456__v12-residual-boost-shijian,,,,,,0.0,,0.0,,0.0,
miaaaf/m23-stopgrad-delta-smooth-miaaaf,m23-stopgrad-delta-smooth-miaaaf,Miaaa F,2026-04-16 02:42:18.017000,5,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__m23-stopgrad-delta-smooth-miaaaf,m23-stopgrad-delta-smooth-miaaaf.ipynb,19.0,18.0,1.0,86.0,66599.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__m23-stopgrad-delta-smooth-miaaaf,,,,,,0.0,,0.0,,0.0,
miaaaf/m24-stopgrad-rank-thresh-miaaaf,m24-stopgrad-rank-thresh-miaaaf,Miaaa F,2026-04-16 03:13:30.760000,1,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__m24-stopgrad-rank-thresh-miaaaf,m24-stopgrad-rank-thresh-miaaaf.ipynb,19.0,18.0,1.0,86.0,66364.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__m24-stopgrad-rank-thresh-miaaaf,,,,,,0.0,,0.0,,0.0,
miaaaf/m26b-stopgrad-prior-tuned,m26b-stopgrad-prior-tuned,Miaaa F,2026-04-16 02:48:33.880000,5,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__m26b-stopgrad-prior-tuned,m26b-stopgrad-prior-tuned.ipynb,19.0,18.0,1.0,86.0,66363.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__m26b-stopgrad-prior-tuned,,,,,,0.0,,0.0,,0.0,
miaaaf/m27b-stopgrad-strong-distill,m27b-stopgrad-strong-distill,Miaaa F,2026-04-16 02:48:45.960000,31,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__m27b-stopgrad-strong-distill,m27b-stopgrad-strong-distill.ipynb,19.0,18.0,1.0,86.0,66363.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__m27b-stopgrad-strong-distill,,,,,,0.0,,0.0,,0.0,
wslllll/w01-all-best-params,w01-all-best-params,wslllll,2026-04-16 07:02:45.970000,3,wslllll,wslllll,0.929,1505.0,1.0,wslllll__w01-all-best-params,w01-all-best-params.ipynb,19.0,18.0,1.0,86.0,66365.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,wslllll__w01-all-best-params,,,,,,0.0,,0.0,,0.0,
wslllll/w04-strong-distill,w04-strong-distill,wslllll,2026-04-16 07:02:57.297000,6,wslllll,wslllll,0.929,1505.0,1.0,wslllll__w04-strong-distill,w04-strong-distill.ipynb,19.0,18.0,1.0,86.0,66363.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,wslllll__w04-strong-distill,,,,,,0.0,,0.0,,0.0,
shijian123456/w06-multi-seed-shijian,w06-multi-seed-shijian,shijian123456,2026-04-16 09:24:52.840000,1,shijian123456,shijian123456,0.929,1502.0,1.0,shijian123456__w06-multi-seed-shijian,w06-multi-seed-shijian.ipynb,19.0,18.0,1.0,86.0,66525.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,shijian123456__w06-multi-seed-shijian,,,,,,0.0,,0.0,,0.0,
shijian123456/w10-multiseed-distill-shijian,w10-multiseed-distill-shijian,shijian123456,2026-04-16 09:25:25.347000,1,shijian123456,shijian123456,0.929,1502.0,1.0,shijian123456__w10-multiseed-distill-shijian,w10-multiseed-distill-shijian.ipynb,19.0,18.0,1.0,86.0,66428.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,shijian123456__w10-multiseed-distill-shijian,,,,,,0.0,,0.0,,0.0,
miaaaf/w11-oof-framework-miaaaf,w11-oof-framework-miaaaf,Miaaa F,2026-04-17 03:04:00.470000,18,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__w11-oof-framework-miaaaf,w11-oof-framework-miaaaf.ipynb,20.0,19.0,1.0,86.0,74516.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__w11-oof-framework-miaaaf,,,,,,0.0,,0.0,,0.0,
miaaaf/w13-temp-tuning-miaaaf,w13-temp-tuning-miaaaf,Miaaa F,2026-04-17 05:11:17.270000,3,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__w13-temp-tuning-miaaaf,w13-temp-tuning-miaaaf.ipynb,20.0,19.0,1.0,86.0,74516.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__w13-temp-tuning-miaaaf,,,,,,0.0,,0.0,,0.0,
miaaaf/w14-residual-tweak-miaaaf,w14-residual-tweak-miaaaf,Miaaa F,2026-04-17 05:11:35.020000,7,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__w14-residual-tweak-miaaaf,w14-residual-tweak-miaaaf.ipynb,20.0,19.0,1.0,86.0,74516.0,"## BirdCLEF 2026 — ProtoSSM Inference Pipeline
Install dependencies and run inference.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,234.0,,,,,,,,5.0,competitions|datasets|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__w14-residual-tweak-miaaaf,,,,,,0.0,,0.0,,0.0,
yaroslavkholmirzayev/pantanal-onnx-fast-noalign,Pantanal ONNX fast-noalign,Yaroslav kholmirzayev,2026-04-18 12:53:12.503000,12,yaroslavkholmirzayev,yaroslavkholmirzayev,0.947,645.0,1.0,yaroslavkholmirzayev__pantanal-onnx-fast-noalign,pantanal-onnx-fast-noalign.ipynb,52.0,32.0,20.0,3195.0,115754.0,"## Setup
Install dependencies and configure environment.",,,0.0,,0.0,0.924,0.924,1.0,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,0.0,,1.0,google/bird-vocalization-classifier,birdclef-2026,yaroslavkholmirzayev__pantanal-onnx-fast-noalign,,,,,,3.0,d_model=192→256|increased from=128→256|increased from=2→3,1.0,v17:0.924,0.0,
mtoshidesu/test-0-929-mod-w11-oof-framework-miaaaf,test-0.929 mod w11-oof-framework-miaaaf,m-toshi desu,2026-04-22 14:52:38.757000,36,mtoshidesu,mtoshidesu,0.948,341.0,1.0,mtoshidesu__test-0-929-mod-w11-oof-framework-miaaaf,test-0-929-mod-w11-oof-framework-miaaaf.ipynb,37.0,19.0,18.0,862.0,79097.0,"# BirdCLEF 2026 — ProtoSSM V19 Split Notebook

This version is split into runnable Kaggle cells to reduce execution-order and giant-cell errors. Run from top to bottom.",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,300.0,,,,,,,,8.0,birdclef-2026|competitions|datasets|google-bird-vocalization-classifier|jaejohn-perch-meta|models|notebooks|perch-meta,1.0,ashok205/tf-wheels,1.0,jaejohn/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,mtoshidesu__test-0-929-mod-w11-oof-framework-miaaaf,,,,,,0.0,,0.0,,0.0,
skidive/birdclef-2026-onnx-perch-sequence-model-302597,BirdCLEF 2026 — ONNX Perch + Sequence Model 302597,Cat D,2026-04-20 08:57:10.773000,40,skidive,skidive,0.943,1144.0,1.0,skidive__birdclef-2026-onnx-perch-sequence-model-302597,birdclef-2026-onnx-perch-sequence-model-302597.ipynb,27.0,27.0,0.0,0.0,70940.0,,,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,,0.4,0.4,0.4,0.3,0.4,,,4.0,competitions|datasets|models|notebooks,1.0,vyankteshdwivedi/notebook1b25083f0d,2.0,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1.0,google/bird-vocalization-classifier,birdclef-2026,skidive__birdclef-2026-onnx-perch-sequence-model-302597,,,,,,1.0,3=2→64,0.0,,0.0,
henryszy/bc2026-two-pass-ssm-v5,bc2026-two-pass-ssm-v5,Henryszy,2026-04-29 16:21:50.630000,1,henryszy,henryszy,0.946,699.0,1.0,henryszy__bc2026-two-pass-ssm-v5,bc2026-two-pass-ssm-v5.ipynb,28.0,27.0,1.0,5775.0,68627.0,"# BirdCLEF 2026: Two-Pass SSM Ensemble & Advanced Post-Processing

Thanks to @vyankteshdwivedi for providing the baseline.

This notebook implements a sophisticated, multi-stage audio classification pipeline for the BirdCLEF 2026 competition. It builds upon Google's Perch baseline by extracting 1536-dimensional embeddings and logits, and refines them using a combination of Selective State-Space Mo",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,,0.4,0.4,0.4,0.3,0.4,,,4.0,competitions|datasets|models|notebooks,1.0,vyankteshdwivedi/notebook1b25083f0d,2.0,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1.0,google/bird-vocalization-classifier,birdclef-2026,henryszy__bc2026-two-pass-ssm-v5,,,,,,1.0,3=2→64,0.0,,0.0,
